Apt,Fan,Light,Ac,Fridge,Month,month,fan,light,ac,consumption,monthly consumption,clusterno,,,,,
91,5,10,2,1,July,31,3658,2077,1178,5208,12415.5,2,,,,,
91,5,10,2,1,Aug,31,3658,2077,1178,5208,12415.5,2,,,,,
91,5,10,2,1,Sept,30,3540,2010,1140,5040,12015,2,,,,,
91,5,10,2,1,Oct,31,3658,2077,1178,5208,12415.5,2,,,,,
91,5,10,2,1,Nov,30,1050,2010,120,5040,3232.5,2,,,,,
91,5,10,2,1,Dec,31,1085,2077,124,5208,3340.25,2,,,,,
92,3,7,2,1,Jan,31,1085,2077,124,5208,2608.65,2,,,,,
92,3,7,2,1,Feb,28,980,1876,112,4704,2356.2,2,,,,,
92,3,7,2,1,Mar,31,1085,2077,124,5208,2608.65,2,,,,,
92,3,7,2,1,Apr,30,3540,2010,1140,5040,11058,2,,,,,
92,3,7,2,1,May,31,3658,2077,1178,5208,11426.6,2,,,,,
92,3,7,2,1,June,30,3540,2010,1140,5040,11058,2,,,,,
92,3,7,2,1,July,31,3658,2077,1178,5208,11426.6,2,,,,,
92,3,7,2,1,Aug,31,3658,2077,1178,5208,11426.6,2,,,,,
92,3,7,2,1,Sept,30,3540,2010,1140,5040,11058,2,,,,,
92,3,7,2,1,Oct,31,3658,2077,1178,5208,11426.6,2,,,,,
92,3,7,2,1,Nov,30,1050,2010,120,5040,2524.5,2,,,,,
92,3,7,2,1,Dec,31,1085,2077,124,5208,2608.65,2,,,,,
93,3,8,2,1,Jan,31,1085,2077,124,5208,2816.35,2,,,,,
93,3,8,2,1,Feb,28,980,1876,112,4704,2543.8,2,,,,,
93,3,8,2,1,Mar,31,1085,2077,124,5208,2816.35,2,,,,,
93,3,8,2,1,Apr,30,3540,2010,1140,5040,11259,2,,,,,
93,3,8,2,1,May,31,3658,2077,1178,5208,11634.3,2,,,,,
93,3,8,2,1,June,30,3540,2010,1140,5040,11259,2,,,,,
93,3,8,2,1,July,31,3658,2077,1178,5208,11634.3,2,,,,,
93,3,8,2,1,Aug,31,3658,2077,1178,5208,11634.3,2,,,,,
93,3,8,2,1,Sept,30,3540,2010,1140,5040,11259,2,,,,,
93,3,8,2,1,Oct,31,3658,2077,1178,5208,11634.3,2,,,,,
93,3,8,2,1,Nov,30,1050,2010,120,5040,2725.5,2,,,,,
93,3,8,2,1,Dec,31,1085,2077,124,5208,2816.35,2,,,,,
94,3,9,2,1,Jan,31,1085,2077,124,5208,3024.05,2,,,,,
94,3,9,2,1,Feb,28,980,1876,112,4704,2731.4,2,,,,,
94,3,9,2,1,Mar,31,1085,2077,124,5208,3024.05,2,,,,,
94,3,9,2,1,Apr,30,3540,2010,1140,5040,11460,2,,,,,
94,3,9,2,1,May,31,3658,2077,1178,5208,11842,2,,,,,
94,3,9,2,1,June,30,3540,2010,1140,5040,11460,2,,,,,
94,3,9,2,1,July,31,3658,2077,1178,5208,11842,2,,,,,
94,3,9,2,1,Aug,31,3658,2077,1178,5208,11842,2,,,,,
94,3,9,2,1,Sept,30,3540,2010,1140,5040,11460,2,,,,,
94,3,9,2,1,Oct,31,3658,2077,1178,5208,11842,2,,,,,
94,3,9,2,1,Nov,30,1050,2010,120,5040,2926.5,2,,,,,
94,3,9,2,1,Dec,31,1085,2077,124,5208,3024.05,2,,,,,
95,3,6,2,1,Jan,31,1085,2077,124,5208,2400.95,2,,,,,
95,3,6,2,1,Feb,28,980,1876,112,4704,2168.6,2,,,,,
95,3,6,2,1,Mar,31,1085,2077,124,5208,2400.95,2,,,,,
95,3,6,2,1,Apr,30,3540,2010,1140,5040,10857,2,,,,,
95,3,6,2,1,May,31,3658,2077,1178,5208,11218.9,2,,,,,
95,3,6,2,1,June,30,3540,2010,1140,5040,10857,2,,,,,
95,3,6,2,1,July,31,3658,2077,1178,5208,11218.9,2,,,,,
95,3,6,2,1,Aug,31,3658,2077,1178,5208,11218.9,2,,,,,
95,3,6,2,1,Sept,30,3540,2010,1140,5040,10857,2,,,,,
95,3,6,2,1,Oct,31,3658,2077,1178,5208,11218.9,2,,,,,
95,3,6,2,1,Nov,30,1050,2010,120,5040,2323.5,2,,,,,
95,3,6,2,1,Dec,31,1085,2077,124,5208,2400.95,2,,,,,
96,3,7,1,1,Jan,31,1085,2077,124,5208,2112.65,1,,,,,
96,3,7,1,1,Feb,28,980,1876,112,4704,1908.2,1,,,,,
96,3,7,1,1,Mar,31,1085,2077,124,5208,2112.65,1,,,,,
96,3,7,1,1,Apr,30,3540,2010,1140,5040,6498,1,,,,,
96,3,7,1,1,May,31,3658,2077,1178,5208,6714.6,1,,,,,
96,3,7,1,1,June,30,3540,2010,1140,5040,6498,1,,,,,
96,3,7,1,1,July,31,3658,2077,1178,5208,6714.6,1,,,,,
96,3,7,1,1,Aug,31,3658,2077,1178,5208,6714.6,1,,,,,
96,3,7,1,1,Sept,30,3540,2010,1140,5040,6498,1,,,,,
96,3,7,1,1,Oct,31,3658,2077,1178,5208,6714.6,1,,,,,
96,3,7,1,1,Nov,30,1050,2010,120,5040,2044.5,1,,,,,
96,3,7,1,1,Dec,31,1085,2077,124,5208,2112.65,1,,,,,
97,3,8,1,1,Jan,31,1085,2077,124,5208,2320.35,1,,,,,
97,3,8,1,1,Feb,28,980,1876,112,4704,2095.8,1,,,,,
97,3,8,1,1,Mar,31,1085,2077,124,5208,2320.35,1,,,,,
97,3,8,1,1,Apr,30,3540,2010,1140,5040,6699,1,,,,,
97,3,8,1,1,May,31,3658,2077,1178,5208,6922.3,1,,,,,
97,3,8,1,1,June,30,3540,2010,1140,5040,6699,1,,,,,
97,3,8,1,1,July,31,3658,2077,1178,5208,6922.3,1,,,,,
97,3,8,1,1,Aug,31,3658,2077,1178,5208,6922.3,1,,,,,
97,3,8,1,1,Sept,30,3540,2010,1140,5040,6699,1,,,,,
97,3,8,1,1,Oct,31,3658,2077,1178,5208,6922.3,1,,,,,
97,3,8,1,1,Nov,30,1050,2010,120,5040,2245.5,1,,,,,
97,3,8,1,1,Dec,31,1085,2077,124,5208,2320.35,1,,,,,
98,3,9,1,1,Jan,31,1085,2077,124,5208,2528.05,1,,,,,
98,3,9,1,1,Feb,28,980,1876,112,4704,2283.4,1,,,,,
98,3,9,1,1,Mar,31,1085,2077,124,5208,2528.05,1,,,,,
98,3,9,1,1,Apr,30,3540,2010,1140,5040,6900,1,,,,,
98,3,9,1,1,May,31,3658,2077,1178,5208,7130,1,,,,,
98,3,9,1,1,June,30,3540,2010,1140,5040,6900,1,,,,,
98,3,9,1,1,July,31,3658,2077,1178,5208,7130,1,,,,,
98,3,9,1,1,Aug,31,3658,2077,1178,5208,7130,1,,,,,
98,3,9,1,1,Sept,30,3540,2010,1140,5040,6900,1,,,,,
98,3,9,1,1,Oct,31,3658,2077,1178,5208,7130,1,,,,,
98,3,9,1,1,Nov,30,1050,2010,120,5040,2446.5,1,,,,,
98,3,9,1,1,Dec,31,1085,2077,124,5208,2528.05,1,,,,,
99,3,6,1,1,Jan,31,1085,2077,124,5208,1904.95,1,,,,,
99,3,6,1,1,Feb,28,980,1876,112,4704,1720.6,1,,,,,
99,3,6,1,1,Mar,31,1085,2077,124,5208,1904.95,1,,,,,
99,3,6,1,1,Apr,30,3540,2010,1140,5040,6297,1,,,,,
99,3,6,1,1,May,31,3658,2077,1178,5208,6506.9,1,,,,,
99,3,6,1,1,June,30,3540,2010,1140,5040,6297,1,,,,,
99,3,6,1,1,July,31,3658,2077,1178,5208,6506.9,1,,,,,
99,3,6,1,1,Aug,31,3658,2077,1178,5208,6506.9,1,,,,,
99,3,6,1,1,Sept,30,3540,2010,1140,5040,6297,1,,,,,
99,3,6,1,1,Oct,31,3658,2077,1178,5208,6506.9,1,,,,,
99,3,6,1,1,Nov,30,1050,2010,120,5040,1843.5,1,,,,,
99,3,6,1,1,Dec,31,1085,2077,124,5208,1904.95,1,,,,,
100,2,5,0,1,Jan,31,1085,2077,124,5208,1147,3,,,,,
100,2,5,0,1,Feb,28,980,1876,112,4704,1036,3,,,,,
100,2,5,0,1,Mar,31,1085,2077,124,5208,1147,3,,,,,
100,2,5,0,1,Apr,30,3540,2010,1140,5040,1359,3,,,,,
100,2,5,0,1,May,31,3658,2077,1178,5208,1404.3,3,,,,,
100,2,5,0,1,June,30,3540,2010,1140,5040,1359,3,,,,,
100,2,5,0,1,July,31,3658,2077,1178,5208,1404.3,3,,,,,
100,2,5,0,1,Aug,31,3658,2077,1178,5208,1404.3,3,,,,,
100,2,5,0,1,Sept,30,3540,2010,1140,5040,1359,3,,,,,
100,2,5,0,1,Oct,31,3658,2077,1178,5208,1404.3,3,,,,,
100,2,5,0,1,Nov,30,1050,2010,120,5040,1110,3,,,,,
100,2,5,0,1,Dec,31,1085,2077,124,5208,1147,3,,,,,
101,3,7,0,1,Jan,31,1085,2077,124,5208,1616.65,3,,,,,
101,3,7,0,1,Feb,28,980,1876,112,4704,1460.2,3,,,,,
101,3,7,0,1,Mar,31,1085,2077,124,5208,1616.65,3,,,,,
101,3,7,0,1,Apr,30,3540,2010,1140,5040,1938,3,,,,,
101,3,7,0,1,May,31,3658,2077,1178,5208,2002.6,3,,,,,
101,3,7,0,1,June,30,3540,2010,1140,5040,1938,3,,,,,
101,3,7,0,1,July,31,3658,2077,1178,5208,2002.6,3,,,,,
101,3,7,0,1,Aug,31,3658,2077,1178,5208,2002.6,3,,,,,
101,3,7,0,1,Sept,30,3540,2010,1140,5040,1938,3,,,,,
101,3,7,0,1,Oct,31,3658,2077,1178,5208,2002.6,3,,,,,
101,3,7,0,1,Nov,30,1050,2010,120,5040,1564.5,3,,,,,
101,3,7,0,1,Dec,31,1085,2077,124,5208,1616.65,3,,,,,
102,3,8,0,1,Jan,31,1085,2077,124,5208,1824.35,3,,,,,
102,3,8,0,1,Feb,28,980,1876,112,4704,1647.8,3,,,,,
102,3,8,0,1,Mar,31,1085,2077,124,5208,1824.35,3,,,,,
102,3,8,0,1,Apr,30,3540,2010,1140,5040,2139,3,,,,,
102,3,8,0,1,May,31,3658,2077,1178,5208,2210.3,3,,,,,
102,3,8,0,1,June,30,3540,2010,1140,5040,2139,3,,,,,
102,3,8,0,1,July,31,3658,2077,1178,5208,2210.3,3,,,,,
102,3,8,0,1,Aug,31,3658,2077,1178,5208,2210.3,3,,,,,
102,3,8,0,1,Sept,30,3540,2010,1140,5040,2139,3,,,,,
102,3,8,0,1,Oct,31,3658,2077,1178,5208,2210.3,3,,,,,
102,3,8,0,1,Nov,30,1050,2010,120,5040,1765.5,3,,,,,
102,3,8,0,1,Dec,31,1085,2077,124,5208,1824.35,3,,,,,
103,3,9,0,1,Jan,31,1085,2077,124,5208,2032.05,3,,,,,
103,3,9,0,1,Feb,28,980,1876,112,4704,1835.4,3,,,,,
103,3,9,0,1,Mar,31,1085,2077,124,5208,2032.05,3,,,,,
103,3,9,0,1,Apr,30,3540,2010,1140,5040,2340,3,,,,,
103,3,9,0,1,May,31,3658,2077,1178,5208,2418,3,,,,,
103,3,9,0,1,June,30,3540,2010,1140,5040,2340,3,,,,,
103,3,9,0,1,July,31,3658,2077,1178,5208,2418,3,,,,,
103,3,9,0,1,Aug,31,3658,2077,1178,5208,2418,3,,,,,
103,3,9,0,1,Sept,30,3540,2010,1140,5040,2340,3,,,,,
103,3,9,0,1,Oct,31,3658,2077,1178,5208,2418,3,,,,,
103,3,9,0,1,Nov,30,1050,2010,120,5040,1966.5,3,,,,,
103,3,9,0,1,Dec,31,1085,2077,124,5208,2032.05,3,,,,,
104,3,6,0,1,Jan,31,1085,2077,124,5208,1408.95,3,,,,,
104,3,6,0,1,Feb,28,980,1876,112,4704,1272.6,3,,,,,
104,3,6,0,1,Mar,31,1085,2077,124,5208,1408.95,3,,,,,
104,3,6,0,1,Apr,30,3540,2010,1140,5040,1737,3,,,,,
104,3,6,0,1,May,31,3658,2077,1178,5208,1794.9,3,,,,,
104,3,6,0,1,June,30,3540,2010,1140,5040,1737,3,,,,,
104,3,6,0,1,July,31,3658,2077,1178,5208,1794.9,3,,,,,
104,3,6,0,1,Aug,31,3658,2077,1178,5208,1794.9,3,,,,,
104,3,6,0,1,Sept,30,3540,2010,1140,5040,1737,3,,,,,
104,3,6,0,1,Oct,31,3658,2077,1178,5208,1794.9,3,,,,,
104,3,6,0,1,Nov,30,1050,2010,120,5040,1363.5,3,,,,,
104,3,6,0,1,Dec,31,1085,2077,124,5208,1408.95,3,,,,,
105,2,5,1,1,Jan,31,1085,2077,124,5208,1643,1,,,,,
105,2,5,1,1,Feb,28,980,1876,112,4704,1484,1,,,,,
105,2,5,1,1,Mar,31,1085,2077,124,5208,1643,1,,,,,
105,2,5,1,1,Apr,30,3540,2010,1140,5040,5919,1,,,,,
105,2,5,1,1,May,31,3658,2077,1178,5208,6116.3,1,,,,,
105,2,5,1,1,June,30,3540,2010,1140,5040,5919,1,,,,,
105,2,5,1,1,July,31,3658,2077,1178,5208,6116.3,1,,,,,
105,2,5,1,1,Aug,31,3658,2077,1178,5208,6116.3,1,,,,,
105,2,5,1,1,Sept,30,3540,2010,1140,5040,5919,1,,,,,
105,2,5,1,1,Oct,31,3658,2077,1178,5208,6116.3,1,,,,,
105,2,5,1,1,Nov,30,1050,2010,120,5040,1590,1,,,,,
105,2,5,1,1,Dec,31,1085,2077,124,5208,1643,1,,,,,
106,3,5,1,1,Jan,31,1085,2077,124,5208,1697.25,1,,,,,
106,3,5,1,1,Feb,28,980,1876,112,4704,1533,1,,,,,
106,3,5,1,1,Mar,31,1085,2077,124,5208,1697.25,1,,,,,
106,3,5,1,1,Apr,30,3540,2010,1140,5040,6096,1,,,,,
106,3,5,1,1,May,31,3658,2077,1178,5208,6299.2,1,,,,,
106,3,5,1,1,June,30,3540,2010,1140,5040,6096,1,,,,,
106,3,5,1,1,July,31,3658,2077,1178,5208,6299.2,1,,,,,
106,3,5,1,1,Aug,31,3658,2077,1178,5208,6299.2,1,,,,,
106,3,5,1,1,Sept,30,3540,2010,1140,5040,6096,1,,,,,
106,3,5,1,1,Oct,31,3658,2077,1178,5208,6299.2,1,,,,,
106,3,5,1,1,Nov,30,1050,2010,120,5040,1642.5,1,,,,,
106,3,5,1,1,Dec,31,1085,2077,124,5208,1697.25,1,,,,,
107,3,5,0,1,Jan,31,1085,2077,124,5208,1201.25,3,,,,,
107,3,5,0,1,Feb,28,980,1876,112,4704,1085,3,,,,,
107,3,5,0,1,Mar,31,1085,2077,124,5208,1201.25,3,,,,,
107,3,5,0,1,Apr,30,3540,2010,1140,5040,1536,3,,,,,
107,3,5,0,1,May,31,3658,2077,1178,5208,1587.2,3,,,,,
107,3,5,0,1,June,30,3540,2010,1140,5040,1536,3,,,,,
107,3,5,0,1,July,31,3658,2077,1178,5208,1587.2,3,,,,,
107,3,5,0,1,Aug,31,3658,2077,1178,5208,1587.2,3,,,,,
107,3,5,0,1,Sept,30,3540,2010,1140,5040,1536,3,,,,,
107,3,5,0,1,Oct,31,3658,2077,1178,5208,1587.2,3,,,,,
107,3,5,0,1,Nov,30,1050,2010,120,5040,1162.5,3,,,,,
107,3,5,0,1,Dec,31,1085,2077,124,5208,1201.25,3,,,,,
108,3,6,1,1,Jan,31,1085,2077,124,5208,1904.95,1,,,,,
108,3,6,1,1,Feb,28,980,1876,112,4704,1720.6,1,,,,,
108,3,6,1,1,Mar,31,1085,2077,124,5208,1904.95,1,,,,,
108,3,6,1,1,Apr,30,3540,2010,1140,5040,6297,1,,,,,
108,3,6,1,1,May,31,3658,2077,1178,5208,6506.9,1,,,,,
108,3,6,1,1,June,30,3540,2010,1140,5040,6297,1,,,,,
108,3,6,1,1,July,31,3658,2077,1178,5208,6506.9,1,,,,,
108,3,6,1,1,Aug,31,3658,2077,1178,5208,6506.9,1,,,,,
108,3,6,1,1,Sept,30,3540,2010,1140,5040,6297,1,,,,,
108,3,6,1,1,Oct,31,3658,2077,1178,5208,6506.9,1,,,,,
108,3,6,1,1,Nov,30,1050,2010,120,5040,1843.5,1,,,,,
108,3,6,1,1,Dec,31,1085,2077,124,5208,1904.95,1,,,,,
109,3,6,0,1,Jan,31,1085,2077,124,5208,1408.95,3,,,,,
109,3,6,0,1,Feb,28,980,1876,112,4704,1272.6,3,,,,,
109,3,6,0,1,Mar,31,1085,2077,124,5208,1408.95,3,,,,,
109,3,6,0,1,Apr,30,3540,2010,1140,5040,1737,3,,,,,
109,3,6,0,1,May,31,3658,2077,1178,5208,1794.9,3,,,,,
109,3,6,0,1,June,30,3540,2010,1140,5040,1737,3,,,,,
109,3,6,0,1,July,31,3658,2077,1178,5208,1794.9,3,,,,,
109,3,6,0,1,Aug,31,3658,2077,1178,5208,1794.9,3,,,,,
109,3,6,0,1,Sept,30,3540,2010,1140,5040,1737,3,,,,,
109,3,6,0,1,Oct,31,3658,2077,1178,5208,1794.9,3,,,,,
109,3,6,0,1,Nov,30,1050,2010,120,5040,1363.5,3,,,,,
109,3,6,0,1,Dec,31,1085,2077,124,5208,1408.95,3,,,,,
110,2,6,0,1,Jan,31,1085,2077,124,5208,1354.7,3,,,,,
110,2,6,0,1,Feb,28,980,1876,112,4704,1223.6,3,,,,,
110,2,6,0,1,Mar,31,1085,2077,124,5208,1354.7,3,,,,,
110,2,6,0,1,Apr,30,3540,2010,1140,5040,1560,3,,,,,
110,2,6,0,1,May,31,3658,2077,1178,5208,1612,3,,,,,
110,2,6,0,1,June,30,3540,2010,1140,5040,1560,3,,,,,
110,2,6,0,1,July,31,3658,2077,1178,5208,1612,3,,,,,
110,2,6,0,1,Aug,31,3658,2077,1178,5208,1612,3,,,,,
110,2,6,0,1,Sept,30,3540,2010,1140,5040,1560,3,,,,,
110,2,6,0,1,Oct,31,3658,2077,1178,5208,1612,3,,,,,
110,2,6,0,1,Nov,30,1050,2010,120,5040,1311,3,,,,,
110,2,6,0,1,Dec,31,1085,2077,124,5208,1354.7,3,,,,,
111,2,6,1,1,Jan,31,1085,2077,124,5208,1850.7,1,,,,,
111,2,6,1,1,Feb,28,980,1876,112,4704,1671.6,1,,,,,
111,2,6,1,1,Mar,31,1085,2077,124,5208,1850.7,1,,,,,
111,2,6,1,1,Apr,30,3540,2010,1140,5040,6120,1,,,,,
111,2,6,1,1,May,31,3658,2077,1178,5208,6324,1,,,,,
111,2,6,1,1,June,30,3540,2010,1140,5040,6120,1,,,,,
111,2,6,1,1,July,31,3658,2077,1178,5208,6324,1,,,,,
111,2,6,1,1,Aug,31,3658,2077,1178,5208,6324,1,,,,,
111,2,6,1,1,Sept,30,3540,2010,1140,5040,6120,1,,,,,
111,2,6,1,1,Oct,31,3658,2077,1178,5208,6324,1,,,,,
111,2,6,1,1,Nov,30,1050,2010,120,5040,1791,1,,,,,
111,2,6,1,1,Dec,31,1085,2077,124,5208,1850.7,1,,,,,
112,3,6,0,1,Jan,31,1085,2077,124,5208,1408.95,3,,,,,
112,3,6,0,1,Feb,28,980,1876,112,4704,1272.6,3,,,,,
112,3,6,0,1,Mar,31,1085,2077,124,5208,1408.95,3,,,,,
112,3,6,0,1,Apr,30,3540,2010,1140,5040,1737,3,,,,,
112,3,6,0,1,May,31,3658,2077,1178,5208,1794.9,3,,,,,
112,3,6,0,1,June,30,3540,2010,1140,5040,1737,3,,,,,
112,3,6,0,1,July,31,3658,2077,1178,5208,1794.9,3,,,,,
112,3,6,0,1,Aug,31,3658,2077,1178,5208,1794.9,3,,,,,
112,3,6,0,1,Sept,30,3540,2010,1140,5040,1737,3,,,,,
112,3,6,0,1,Oct,31,3658,2077,1178,5208,1794.9,3,,,,,
112,3,6,0,1,Nov,30,1050,2010,120,5040,1363.5,3,,,,,
112,3,6,0,1,Dec,31,1085,2077,124,5208,1408.95,3,,,,,
113,3,6,1,1,Jan,31,1085,2077,124,5208,1904.95,1,,,,,
113,3,6,1,1,Feb,28,980,1876,112,4704,1720.6,1,,,,,
113,3,6,1,1,Mar,31,1085,2077,124,5208,1904.95,1,,,,,
113,3,6,1,1,Apr,30,3540,2010,1140,5040,6297,1,,,,,
113,3,6,1,1,May,31,3658,2077,1178,5208,6506.9,1,,,,,
113,3,6,1,1,June,30,3540,2010,1140,5040,6297,1,,,,,
113,3,6,1,1,July,31,3658,2077,1178,5208,6506.9,1,,,,,
113,3,6,1,1,Aug,31,3658,2077,1178,5208,6506.9,1,,,,,
113,3,6,1,1,Sept,30,3540,2010,1140,5040,6297,1,,,,,
113,3,6,1,1,Oct,31,3658,2077,1178,5208,6506.9,1,,,,,
113,3,6,1,1,Nov,30,1050,2010,120,5040,1843.5,1,,,,,
113,3,6,1,1,Dec,31,1085,2077,124,5208,1904.95,1,,,,,
114,4,7,1,1,Jan,31,1085,2077,124,5208,2166.9,1,,,,,
114,4,7,1,1,Feb,28,980,1876,112,4704,1957.2,1,,,,,
114,4,7,1,1,Mar,31,1085,2077,124,5208,2166.9,1,,,,,
114,4,7,1,1,Apr,30,3540,2010,1140,5040,6675,1,,,,,
114,4,7,1,1,May,31,3658,2077,1178,5208,6897.5,1,,,,,
114,4,7,1,1,June,30,3540,2010,1140,5040,6675,1,,,,,
114,4,7,1,1,July,31,3658,2077,1178,5208,6897.5,1,,,,,
114,4,7,1,1,Aug,31,3658,2077,1178,5208,6897.5,1,,,,,
114,4,7,1,1,Sept,30,3540,2010,1140,5040,6675,1,,,,,
114,4,7,1,1,Oct,31,3658,2077,1178,5208,6897.5,1,,,,,
114,4,7,1,1,Nov,30,1050,2010,120,5040,2097,1,,,,,
114,4,7,1,1,Dec,31,1085,2077,124,5208,2166.9,1,,,,,
115,4,6,1,1,Jan,31,1085,2077,124,5208,1959.2,1,,,,,
115,4,6,1,1,Feb,28,980,1876,112,4704,1769.6,1,,,,,
115,4,6,1,1,Mar,31,1085,2077,124,5208,1959.2,1,,,,,
115,4,6,1,1,Apr,30,3540,2010,1140,5040,6474,1,,,,,
115,4,6,1,1,May,31,3658,2077,1178,5208,6689.8,1,,,,,
115,4,6,1,1,June,30,3540,2010,1140,5040,6474,1,,,,,
115,4,6,1,1,July,31,3658,2077,1178,5208,6689.8,1,,,,,
115,4,6,1,1,Aug,31,3658,2077,1178,5208,6689.8,1,,,,,
115,4,6,1,1,Sept,30,3540,2010,1140,5040,6474,1,,,,,
115,4,6,1,1,Oct,31,3658,2077,1178,5208,6689.8,1,,,,,
115,4,6,1,1,Nov,30,1050,2010,120,5040,1896,1,,,,,
115,4,6,1,1,Dec,31,1085,2077,124,5208,1959.2,1,,,,,
116,4,8,1,1,Jan,31,1085,2077,124,5208,2374.6,1,,,,,
116,4,8,1,1,Feb,28,980,1876,112,4704,2144.8,1,,,,,
116,4,8,1,1,Mar,31,1085,2077,124,5208,2374.6,1,,,,,
116,4,8,1,1,Apr,30,3540,2010,1140,5040,6876,1,,,,,
116,4,8,1,1,May,31,3658,2077,1178,5208,7105.2,1,,,,,
116,4,8,1,1,June,30,3540,2010,1140,5040,6876,1,,,,,
116,4,8,1,1,July,31,3658,2077,1178,5208,7105.2,1,,,,,
116,4,8,1,1,Aug,31,3658,2077,1178,5208,7105.2,1,,,,,
116,4,8,1,1,Sept,30,3540,2010,1140,5040,6876,1,,,,,
116,4,8,1,1,Oct,31,3658,2077,1178,5208,7105.2,1,,,,,
116,4,8,1,1,Nov,30,1050,2010,120,5040,2298,1,,,,,
116,4,8,1,1,Dec,31,1085,2077,124,5208,2374.6,1,,,,,
117,4,7,0,1,Jan,31,1085,2077,124,5208,1670.9,3,,,,,
117,4,7,0,1,Feb,28,980,1876,112,4704,1509.2,3,,,,,
117,4,7,0,1,Mar,31,1085,2077,124,5208,1670.9,3,,,,,
117,4,7,0,1,Apr,30,3540,2010,1140,5040,2115,3,,,,,
117,4,7,0,1,May,31,3658,2077,1178,5208,2185.5,3,,,,,
117,4,7,0,1,June,30,3540,2010,1140,5040,2115,3,,,,,
117,4,7,0,1,July,31,3658,2077,1178,5208,2185.5,3,,,,,
117,4,7,0,1,Aug,31,3658,2077,1178,5208,2185.5,3,,,,,
117,4,7,0,1,Sept,30,3540,2010,1140,5040,2115,3,,,,,
117,4,7,0,1,Oct,31,3658,2077,1178,5208,2185.5,3,,,,,
117,4,7,0,1,Nov,30,1050,2010,120,5040,1617,3,,,,,
117,4,7,0,1,Dec,31,1085,2077,124,5208,1670.9,3,,,,,
118,4,6,0,1,Jan,31,1085,2077,124,5208,1463.2,3,,,,,
118,4,6,0,1,Feb,28,980,1876,112,4704,1321.6,3,,,,,
118,4,6,0,1,Mar,31,1085,2077,124,5208,1463.2,3,,,,,
118,4,6,0,1,Apr,30,3540,2010,1140,5040,1914,3,,,,,
118,4,6,0,1,May,31,3658,2077,1178,5208,1977.8,3,,,,,
118,4,6,0,1,June,30,3540,2010,1140,5040,1914,3,,,,,
118,4,6,0,1,July,31,3658,2077,1178,5208,1977.8,3,,,,,
118,4,6,0,1,Aug,31,3658,2077,1178,5208,1977.8,3,,,,,
118,4,6,0,1,Sept,30,3540,2010,1140,5040,1914,3,,,,,
118,4,6,0,1,Oct,31,3658,2077,1178,5208,1977.8,3,,,,,
118,4,6,0,1,Nov,30,1050,2010,120,5040,1416,3,,,,,
118,4,6,0,1,Dec,31,1085,2077,124,5208,1463.2,3,,,,,
119,4,8,0,1,Jan,31,1085,2077,124,5208,1878.6,3,,,,,
119,4,8,0,1,Feb,28,980,1876,112,4704,1696.8,3,,,,,
119,4,8,0,1,Mar,31,1085,2077,124,5208,1878.6,3,,,,,
119,4,8,0,1,Apr,30,3540,2010,1140,5040,2316,3,,,,,
119,4,8,0,1,May,31,3658,2077,1178,5208,2393.2,3,,,,,
119,4,8,0,1,June,30,3540,2010,1140,5040,2316,3,,,,,
119,4,8,0,1,July,31,3658,2077,1178,5208,2393.2,3,,,,,
119,4,8,0,1,Aug,31,3658,2077,1178,5208,2393.2,3,,,,,
119,4,8,0,1,Sept,30,3540,2010,1140,5040,2316,3,,,,,
119,4,8,0,1,Oct,31,3658,2077,1178,5208,2393.2,3,,,,,
119,4,8,0,1,Nov,30,1050,2010,120,5040,1818,3,,,,,
119,4,8,0,1,Dec,31,1085,2077,124,5208,1878.6,3,,,,,
120,4,7,2,1,Jan,31,1085,2077,124,5208,2662.9,2,,,,,
120,4,7,2,1,Feb,28,980,1876,112,4704,2405.2,2,,,,,
120,4,7,2,1,Mar,31,1085,2077,124,5208,2662.9,2,,,,,
120,4,7,2,1,Apr,30,3540,2010,1140,5040,11235,2,,,,,
120,4,7,2,1,May,31,3658,2077,1178,5208,11609.5,2,,,,,
120,4,7,2,1,June,30,3540,2010,1140,5040,11235,2,,,,,
120,4,7,2,1,July,31,3658,2077,1178,5208,11609.5,2,,,,,
120,4,7,2,1,Aug,31,3658,2077,1178,5208,11609.5,2,,,,,
120,4,7,2,1,Sept,30,3540,2010,1140,5040,11235,2,,,,,
120,4,7,2,1,Oct,31,3658,2077,1178,5208,11609.5,2,,,,,
120,4,7,2,1,Nov,30,1050,2010,120,5040,2577,2,,,,,
120,4,7,2,1,Dec,31,1085,2077,124,5208,2662.9,2,,,,,
121,4,6,2,1,Jan,31,1085,2077,124,5208,2455.2,2,,,,,
121,4,6,2,1,Feb,28,980,1876,112,4704,2217.6,2,,,,,
121,4,6,2,1,Mar,31,1085,2077,124,5208,2455.2,2,,,,,
121,4,6,2,1,Apr,30,3540,2010,1140,5040,11034,2,,,,,
121,4,6,2,1,May,31,3658,2077,1178,5208,11401.8,2,,,,,
121,4,6,2,1,June,30,3540,2010,1140,5040,11034,2,,,,,
121,4,6,2,1,July,31,3658,2077,1178,5208,11401.8,2,,,,,
121,4,6,2,1,Aug,31,3658,2077,1178,5208,11401.8,2,,,,,
121,4,6,2,1,Sept,30,3540,2010,1140,5040,11034,2,,,,,
121,4,6,2,1,Oct,31,3658,2077,1178,5208,11401.8,2,,,,,
